Age,Gender,Introversion.Score,Sensing.Score,Thinking.Score,Judging.Score,Interest,Personality,IE
23,Female,8.5649,6.878248603,4.4653,2.396927388,Arts,ENFP,E
26,Male,0.46062,5.005599322,9.78634,4.817846599,Unknown,INTP,I
22,Male,2.0727,6.988176301,8.56114,6.872516554,Arts,ISTJ,I
33,Male,3.25664,6.55449173,8.50688,1.379642343,Arts,ISTP,I
36,Female,8.128,6.256769208,4.87677,5.35677127,Arts,ESTP,E
24,Female,7.58467,6.164879097,5.81786,3.854720369,Sports,ESTP,E
25,Male,2.69866,3.731433231,2.41565,6.816799276,Arts,INFJ,I
29,Male,2.18258,6.774875763,0.04181,5.084524831,Arts,ISFP,I
27,Female,3.74125,6.875597148,5.74373,7.003468539,Arts,ESTJ,E
27,Female,0.25424,4.57808918,9.04735,4.037827334,Unknown,INTP,I
30,Female,0.97811,7.297849733,4.32341,2.033208094,Arts,ISFP,I
26,Female,0.15911,9.309137007,7.17631,4.281954666,Others,ISTP,I
34,Male,9.49911,4.564094297,0.38025,5.782729246,Arts,ENFP,E
26,Female,3.2777,6.156702433,2.2446,6.576943778,Unknown,ESFJ,E
46,Female,0.86788,6.807994658,9.87921,6.316980617,Unknown,ISTJ,I
30,Female,1.09848,6.127315828,6.92337,6.104352278,Sports,ISTJ,I
42,Male,2.75053,6.325989341,6.71665,6.17743587,Unknown,ISTJ,I
25,Male,7.22944,5.892665208,0.87045,1.813725486,Others,ENFP,E
25,Male,7.8204,6.363829422,8.92152,6.203897175,Unknown,ESTJ,E
29,Female,7.54732,6.106511803,3.81567,5.800626378,Technology,ESFP,E
24,Female,5.64357,7.117631641,4.44288,2.790403469,Unknown,ESFP,E
23,Female,1.67896,6.607437921,3.18395,5.284103929,Sports,ISFJ,I
25,Male,3.76687,5.963607057,5.54269,2.330185615,Others,INFP,I
22,Male,2.34929,5.347343536,1.72025,5.07761354,Sports,INFJ,I
26,Female,5.92115,6.168023909,5.13213,4.526508207,Technology,ESFP,E
28,Female,0.96941,5.847602134,8.49741,3.555524011,Unknown,INTP,I
21,Male,1.79135,4.297000997,1.45057,6.200266952,Technology,INFJ,I
31,Male,5.48074,4.427281825,3.09026,6.426991426,Others,INFJ,I
44,Female,1.6555,6.26361414,3.39688,4.907922817,Others,ISFP,I
25,Female,8.9007,6.173544589,8.39993,5.193280204,Unknown,ESTP,E
26,Male,7.04576,7.435970554,9.47486,4.286427093,Unknown,ESTP,E
26,Female,0.87735,6.438390027,7.92971,5.801395053,Unknown,ISTP,I
32,Female,4.07081,6.941800752,9.39398,4.774935749,Arts,ISTP,I
31,Male,5.24055,4.957520587,4.13091,3.87039478,Unknown,INFP,I
26,Male,2.77871,4.723469908,5.04943,7.274758144,Unknown,INFJ,I
26,Male,5.37773,5.193489953,1.25701,6.268293847,Unknown,ENFJ,E
28,Male,4.28582,6.899365251,7.51743,5.328374694,Sports,ESTJ,E
35,Female,6.68233,7.394304038,8.61544,0,Arts,ESTP,E
26,Female,2.44066,6.847910593,9.62815,3.016602127,Unknown,ISTP,I
19,Female,0.46324,4.760559062,9.18801,5.114777108,Sports,INTJ,I
26,Female,4.44174,6.954981534,0.18318,7.597995962,Sports,ESFJ,E
27,Male,5.36915,6.491625973,7.57391,6.860346165,Unknown,ISTJ,I
31,Male,8.97734,6.224525701,3.79164,2.199050474,Others,ESFP,E
26,Male,2.80955,6.238865374,2.52008,6.737339137,Unknown,ISFJ,I
32,Male,1.88193,5.361906889,6.55575,6.492770641,Arts,INTJ,I
28,Male,3.09919,6.919780697,2.66226,5.753154185,Sports,ISFJ,I
29,Male,6.39795,6.115802021,7.73037,6.723579123,Sports,ESTJ,E
33,Male,5.7826,3.068565387,2.84494,6.572323807,Arts,ENFP,E
31,Female,1.84392,6.842171628,1.85972,4.09051945,Arts,ISFP,I
29,Male,4.96181,6.567539759,7.2602,5.638165279,Unknown,ISTP,I
28,Male,4.32397,6.565534563,6.52033,4.503569357,Unknown,ESTP,E
25,Male,9.19384,6.358355452,3.64765,5.853977042,Technology,ESFP,E
21,Male,1.75697,3.683459923,0.07448,7.062257514,Unknown,INFJ,I
33,Male,9.81526,5.852016616,2.4077,6.628838653,Arts,ENFJ,E
22,Male,8.60102,4.466612371,1.20681,4.233528125,Arts,ENFP,E
30,Female,3.64838,6.621933461,4.67644,3.293687918,Technology,ISFP,I
24,Male,3.48009,7.956347979,7.04831,6.960966427,Unknown,ISTJ,I
22,Male,8.37025,4.919201084,4.15151,4.953814484,Others,ENFP,E
20,Female,5.8842,5.580248614,8.62499,6.227158871,Sports,ENTJ,E
36,Male,1.92095,6.502565667,4.68891,4.993735095,Unknown,ISFP,I
29,Female,6.67396,5.827068428,8.08782,5.459353981,Technology,ENTP,E
23,Female,6.92187,3.853243446,6.22369,1.380976299,Unknown,ENTP,E
39,Female,8.8684,4.298603571,6.22161,5.776647737,Sports,ENTJ,E
32,Male,5.66124,6.107343338,9.68051,6.498679531,Arts,ESTJ,E
37,Female,5.49717,2.760567785,7.34458,6.350397108,Unknown,ENTJ,E
25,Male,3.89663,1.90762783,6.43871,4.610224096,Others,INFP,I
24,Male,3.23829,4.8709994,5.23621,5.277652653,Unknown,INFP,I
33,Female,1.52017,7.525851832,0.59459,6.007580496,Technology,ISFJ,I
31,Male,4.26759,6.276721856,3.74476,3.602227428,Arts,ISFP,I
22,Male,3.47895,4.879896524,9.20219,7.351169292,Technology,INTJ,I
32,Male,7.42669,4.473685169,9.77501,6.766447332,Unknown,ENTJ,E
25,Female,0.8521,5.128065597,2.01911,6.427157419,Arts,INFP,I
27,Male,2.27494,7.279326091,2.93804,2.627270246,Unknown,ISFP,I
26,Male,0.99725,6.739761725,7.84463,6.269564088,Others,ISTJ,I
29,Female,2.59224,5.534058029,9.76725,5.180682555,Technology,INTP,I
26,Male,9.50946,7.807215909,6.85727,4.587501622,Sports,ESTP,E
29,Male,6.44396,4.2191114,7.02925,6.446239086,Unknown,ENTJ,E
28,Female,8.25033,5.323053757,0.11826,3.288812435,Others,ENFP,E
28,Male,3.70958,7.128726968,3.38371,2.550687474,Others,ISFP,I
23,Female,1.39494,5.821064217,7.02593,3.672108573,Others,INTP,I
24,Male,4.34732,3.128098463,6.19195,6.583157856,Arts,ENTJ,E
31,Female,4.53302,4.745187858,6.21578,5.603347571,Unknown,ENTP,E
31,Female,0.20933,5.000934997,5.36326,7.074329604,Technology,INFJ,I
24,Female,2.3495,4.124909192,9.7889,6.383914404,Others,INTJ,I
25,Female,3.42718,7.6768626,8.59503,3.06891076,Arts,ISTP,I
29,Male,3.99951,7.048986492,3.12684,3.30069883,Sports,ISFP,I
27,Female,6.6602,6.122235023,9.21011,6.900511293,Arts,ESTJ,E
27,Female,9.17977,7.689388781,3.00953,6.145878842,Unknown,ESFJ,E
26,Male,4.61507,6.430964697,0.10401,6.526422956,Sports,ESFJ,E
23,Male,3.54889,6.786919641,7.76695,6.511214365,Unknown,ISTJ,I
28,Male,6.57005,5.030031351,3.80527,5.843438336,Technology,ENFP,E
24,Male,1.89802,3.499456318,7.37187,5.451815662,Technology,INTP,I
40,Female,4.14284,6.669353284,4.54547,2.958063889,Unknown,ESFP,E
33,Female,8.97181,5.751312179,4.92244,5.46639364,Sports,ENFJ,E
20,Male,3.74763,5.673984948,8.16785,6.398178464,Others,INTJ,I
34,Male,7.33388,6.045357237,6.01126,4.084527004,Others,ENFP,E
21,Male,3.86053,3.64983727,3.0361,6.312650553,Unknown,INFJ,I
37,Male,5.43412,6.436503335,5.1858,5.890826565,Unknown,ESFP,E
27,Female,0.65491,7.150338871,9.95975,3.0371404,Unknown,ISTP,I
25,Male,3.97242,3.955732344,5.36945,4.500622806,Unknown,INFP,I
21,Male,9.3829,2.765459116,7.44159,3.657567613,Unknown,ENTP,E
23,Male,0.63418,4.169417832,9.02135,7.087965129,Sports,INTJ,I
23,Male,4.94885,6.81771531,4.82049,5.493349607,Sports,ENFJ,E
25,Female,3.1013,5.656353546,7.58227,5.109998434,Others,INTP,I
24,Male,8.15434,4.200197761,0.8728,6.158891755,Unknown,ENFJ,E
37,Male,2.45098,4.403535121,7.67657,6.929102692,Sports,INTJ,I
23,Male,0.70298,3.286180982,6.67057,4.717338022,Unknown,INTP,I
23,Male,0.35571,5.856160976,5.7084,4.238844447,Sports,INFP,I
20,Female,1.9999,4.662199065,6.72201,6.268765844,Arts,INTJ,I
24,Male,2.75042,5.692971716,3.22247,7.397523343,Technology,INFJ,I
32,Female,8.74926,4.20675692,2.60109,5.256261439,Unknown,ENFP,E
27,Female,3.73389,6.705449408,9.62474,2.683863499,Others,ISTP,I
27,Female,6.34481,6.433751168,1.66217,2.311508648,Unknown,ESFP,E
24,Male,0.8966,5.547955883,5.82001,6.594751639,Technology,INFJ,I
19,Male,2.22115,5.113066447,3.67565,6.013139223,Unknown,INFJ,I
29,Male,0.67387,5.306861545,4.03234,6.135539097,Unknown,INFJ,I
25,Male,1.87286,7.280241855,9.68531,6.559814947,Others,ISTJ,I
37,Male,4.34374,6.228994631,7.34706,3.441439575,Arts,ESTP,E
29,Female,3.57829,7.825472524,9.9566,5.369738528,Unknown,ISTP,I
32,Male,7.19945,7.170359209,7.12053,5.407478259,Sports,ESTJ,E
27,Female,0.27123,5.452215227,9.72524,6.567836232,Unknown,INTJ,I
24,Male,8.2119,4.11506846,0.97295,6.244967934,Arts,ENFP,E
25,Female,1.53528,5.042776016,7.72776,7.686923356,Unknown,INTJ,I
23,Female,7.3213,2.616994364,0.65401,6.874287371,Others,ENFJ,E
23,Female,2.01226,5.62137838,4.96305,6.473304281,Others,INFJ,I
36,Female,9.29069,6.365798675,9.59511,5.261680553,Technology,ESTP,E
25,Male,4.89506,6.176476705,6.61853,5.494786572,Sports,ESTJ,E
27,Male,2.38111,7.421142243,1.09567,4.090747712,Arts,ISFP,I
22,Male,9.55894,5.893095384,2.91026,3.672688367,Unknown,ENFP,E
22,Male,2.94832,6.543575487,9.27399,5.222317715,Sports,ISTP,I
22,Female,1.41679,5.081697156,4.36777,6.544505855,Technology,INFJ,I
26,Male,4.12323,6.686977959,7.85593,5.24507037,Unknown,ISTP,I
25,Male,0.98815,6.680326218,5.16678,6.339756531,Unknown,ISFJ,I
23,Male,9.71812,7.234525311,6.23475,5.07053083,Sports,ESFJ,E
36,Male,0.33974,6.308640157,9.31452,7.212001742,Sports,ISTJ,I
21,Male,7.5428,6.650597602,0.53329,4.401601125,Unknown,ENFP,E
36,Female,3.4535,5.851807188,5.25615,4.560279141,Unknown,ENFP,E
24,Male,8.49464,6.280250714,0.14729,6.169069849,Arts,ESFJ,E
22,Female,1.64632,6.452220132,1.3833,4.232630517,Unknown,ISFP,I
34,Female,1.72042,6.629963779,4.078,5.246135508,Technology,ISFP,I
27,Female,5.06343,6.116930019,6.73552,6.456796312,Unknown,ESTJ,E
41,Male,8.98233,4.85617611,9.32361,2.909339327,Others,ENTP,E
25,Female,4.0593,7.352113861,8.38859,5.877277072,Technology,ESTP,E
38,Female,2.28447,6.152962156,9.89053,4.974638702,Unknown,ISTP,I
26,Female,0.25248,9.080973891,3.06716,5.527954638,Arts,ISFP,I
22,Female,2.70412,7.046307354,7.25444,4.360320068,Unknown,ISTP,I
31,Male,8.661,6.494840546,6.56195,5.273648099,Others,ESTP,E
25,Male,0.82777,6.395876496,4.79916,6.656783864,Others,ISFJ,I
24,Male,1.85658,4.630879994,0.36448,6.844560295,Arts,INFJ,I
27,Male,8.90374,6.365283656,6.42184,3.052646658,Unknown,ESFP,E
26,Male,5.76206,6.220606354,8.2548,0,Arts,ESTP,E
29,Female,7.75648,3.755043527,6.69413,6.258782233,Unknown,ENTJ,E
24,Male,5.07503,6.466774113,2.06714,4.957480026,Unknown,ESFP,E
26,Female,4.52769,6.269140455,8.14191,3.118896368,Unknown,ESTP,E
28,Male,5.34769,7.127156591,5.92863,4.451971741,Unknown,ISFP,I
25,Female,1.57671,4.21892456,2.84628,2.044680945,Arts,INFP,I
28,Female,3.80886,3.501579644,6.41825,6.363523815,Sports,INTJ,I
28,Male,0.043,7.864589135,5.05809,5.821864964,Others,ISFP,I
26,Female,9.72654,5.949165341,3.33063,5.960604041,Others,ENFP,E
28,Female,4.57164,6.142057371,9.64132,6.732052281,Sports,ESTJ,E
32,Female,3.28983,6.133960565,2.29171,6.622061024,Technology,ISFJ,I
24,Female,1.10435,6.114250285,8.00403,2.890461692,Unknown,ISTP,I
30,Male,0.43957,4.945177523,3.34109,6.155730537,Unknown,INFJ,I
27,Female,0.72315,4.902167547,4.18212,6.602088848,Unknown,INFP,I
23,Male,8.52776,6.212495052,2.81034,6.458901575,Others,ENFJ,E
21,Female,0.69814,5.517157389,7.46942,4.272311073,Others,INTP,I
29,Male,9.33038,6.278339187,2.02587,7.057770819,Unknown,ESFJ,E
29,Male,6.66184,5.495943805,5.84695,6.917474842,Unknown,ENFJ,E
26,Female,1.09113,2.677641809,5.70384,6.902896312,Sports,INTJ,I
27,Female,4.20379,6.042370497,5.42566,7.100575681,Unknown,ENFJ,E
35,Female,5.63846,6.710508598,8.81902,7.203429191,Unknown,ESTJ,E
31,Male,3.31504,6.363518896,1.01926,2.019443305,Arts,ISFP,I
27,Female,9.06549,6.419158227,2.99928,5.514305686,Sports,ESFJ,E
21,Female,4.46514,6.187361082,6.5542,6.444252383,Arts,ENTJ,E
21,Female,4.08185,3.317600615,8.77352,3.958635979,Unknown,ENTP,E
33,Male,7.43584,6.732718899,3.18951,6.007551558,Others,ESFJ,E
30,Female,2.05678,6.265164567,6.20724,5.79755756,Sports,ISTJ,I
21,Male,7.36696,3.900987043,1.50917,3.437890257,Unknown,ENFP,E
29,Male,0.99379,6.526816778,2.75361,3.383199113,Unknown,ISFP,I
28,Female,0.42897,6.439716755,2.87331,5.482513859,Others,ISFP,I
27,Female,3.81241,6.205148371,9.01559,4.711267727,Unknown,ESTP,E
30,Male,1.95085,6.245214398,5.77812,6.578528644,Unknown,ISFJ,I
25,Female,6.87291,5.871370714,9.56961,3.627589882,Unknown,ENTP,E
27,Male,4.84181,4.898873428,4.73564,5.883368722,Unknown,ENFP,E
37,Male,0.90677,8.220605103,6.30362,7.681444226,Arts,ISTP,I
27,Female,4.06222,6.306190554,7.8977,3.349220246,Arts,ISTP,I
26,Male,0.80886,6.569633372,6.73065,6.40587534,Unknown,ISTJ,I
28,Male,5.06433,6.577487938,4.72446,6.910413726,Unknown,ISFJ,I
29,Female,9.68397,7.021630647,1.1755,6.190123941,Technology,ESFJ,E
27,Male,1.0963,7.146219404,7.05026,5.822731163,Technology,ISTP,I
21,Male,2.18472,5.381814069,8.40086,4.07358035,Technology,INTP,I
33,Male,0.39951,7.314938108,3.29416,5.69618048,Unknown,ISFP,I
23,Male,0.89071,4.806472517,6.21205,5.780700593,Unknown,INFP,I
28,Female,0.63608,3.218760524,3.61896,6.389736784,Unknown,INFP,I
23,Female,5.72953,5.928353797,5.16015,3.916109202,Arts,ENTP,E
22,Male,0.00106,4.698261174,4.87502,4.681362995,Technology,INFP,I
35,Male,7.7444,7.039495476,7.45317,6.415665603,Unknown,ESTJ,E
36,Male,3.4208,6.270908502,4.03721,6.065901821,Technology,ISFJ,I
23,Male,0.06791,3.445424388,5.18356,7.03420216,Others,INFJ,I
29,Female,4.37092,6.704302798,6.42983,6.30761904,Arts,ISTJ,I
31,Male,9.04043,6.325284425,3.49677,5.627912667,Arts,ESFP,E
25,Female,7.16826,6.87303873,9.41748,6.729760291,Technology,ESTJ,E
24,Female,6.55615,5.226185848,0.97404,4.424864985,Arts,ENFP,E
29,Male,1.63348,7.719027092,5.81463,7.566396562,Others,ISFJ,I
23,Male,3.70626,3.335377002,2.86737,6.919222908,Unknown,INFJ,I
28,Female,7.72933,7.104690686,5.83617,4.445205033,Unknown,ESTP,E
35,Male,4.32057,5.363332433,2.14662,6.191029528,Technology,INFJ,I
26,Male,0.2858,6.866824964,8.4335,3.956593846,Sports,ISTP,I
36,Female,6.74897,6.973492064,4.70902,3.45477896,Technology,ESFP,E
24,Male,9.88327,6.154882281,1.46627,4.194472878,Technology,ESFP,E
30,Male,2.44187,6.482130356,6.88802,5.047208232,Sports,ISTP,I
34,Male,4.27221,6.993431217,9.01622,5.135051726,Others,ISTP,I
31,Male,2.46962,6.104397878,0.9447,3.419193303,Unknown,ISFP,I
27,Female,8.57372,6.060405121,2.95322,5.241647734,Others,ENFP,E
24,Male,4.44599,5.293624417,6.05025,7.423427487,Arts,INTJ,I
26,Male,4.7572,6.363063706,5.86445,6.121258904,Unknown,ISFJ,I
33,Male,8.62071,6.953303114,8.99844,7.516630411,Unknown,ESTJ,E
21,Male,3.47915,5.126208714,6.78982,5.778730175,Arts,INTP,I
31,Female,0.13568,5.543881235,8.30648,6.192179568,Technology,INTJ,I
21,Female,4.25262,5.767808999,0.02368,6.289728955,Unknown,ENFJ,E
33,Female,0.87733,6.142814749,4.29182,4.590731326,Technology,ISFP,I
22,Male,2.44287,7.764255313,6.11457,3.342513054,Unknown,INFP,I
29,Male,8.08199,7.235308071,7.95244,6.28224506,Unknown,ESTJ,E
20,Male,5.91674,4.879170968,8.84751,6.983773219,Unknown,ENTJ,E
23,Male,4.93607,3.689442312,3.24396,5.584722332,Sports,ENFJ,E
23,Female,1.52848,7.321802252,3.97873,3.378469014,Technology,INFP,I
29,Male,9.88692,6.276766881,2.31856,3.538377888,Unknown,ESFP,E
27,Female,8.59558,5.791071534,7.9883,2.693134724,Unknown,ENTP,E
32,Male,0.16238,6.385062884,4.3396,6.001237632,Unknown,ISFJ,I
26,Male,7.74828,6.450086558,2.4557,4.615213879,Technology,ESFP,E
27,Male,5.36882,3.646300585,4.11405,3.541338769,Unknown,ENFP,E
25,Female,9.00208,5.818192175,3.26829,0.909247149,Arts,ENFP,E
25,Male,9.81447,7.015595715,9.98183,4.921296576,Arts,ESTP,E
29,Male,9.47041,4.193183576,9.64703,5.390814516,Sports,ENTJ,E
25,Female,2.00392,7.282178488,2.61234,8.022336526,Unknown,ISFJ,I
26,Male,5.39602,6.171086221,5.54906,4.985900006,Unknown,ISFP,I
30,Female,0.43707,6.555938628,7.06925,6.012720412,Unknown,ISTP,I
24,Male,0.75637,6.131898013,2.27727,5.849534181,Unknown,ISFP,I
26,Male,2.37307,5.97238094,7.00256,6.338024047,Sports,INTJ,I
22,Male,3.78858,2.58931907,8.49987,5.722630244,Unknown,INTP,I
25,Female,2.89701,7.019130844,4.77403,5.11343482,Arts,ISTP,I
29,Male,5.36102,6.909754372,9.93053,3.564056459,Unknown,ISTP,I
27,Male,1.30674,6.782652265,1.92318,4.941144353,Others,ISFP,I
29,Male,9.90014,6.644189155,6.11368,5.179461982,Arts,ESTP,E
23,Male,4.84863,4.288650432,8.21351,4.571338636,Sports,INTP,I
37,Male,1.32178,6.230851595,2.25209,7.729685648,Sports,ISFJ,I
21,Male,7.41352,6.992179824,6.2865,4.655120123,Arts,ENTP,E
35,Male,5.26455,6.115798116,2.14348,7.485928202,Technology,ESFJ,E
30,Male,4.43707,4.07138577,1.70748,5.160504511,Sports,ENFP,E
27,Female,9.87912,5.281949967,2.36418,4.430309446,Unknown,ENFP,E
39,Male,8.06808,6.195227491,7.40131,3.060177572,Arts,ESTP,E
24,Male,5.88574,6.307697102,6.26278,7.277528609,Arts,ESTJ,E
24,Male,6.24908,6.20839324,2.77037,6.35717505,Others,ESFJ,E
31,Female,1.15923,4.918037477,2.49112,5.48412603,Others,INFP,I
20,Male,2.10819,4.010978204,0.95122,5.294317589,Sports,INFJ,I
29,Male,9.78856,5.074076668,6.92542,3.926163975,Unknown,ENTP,E
28,Male,2.36281,5.156400412,9.1026,6.142618197,Arts,INTJ,I
33,Male,4.86091,4.76373547,8.01357,6.036498437,Arts,ENTJ,E
37,Male,8.711,6.210250392,1.02103,7.253878449,Technology,ESFJ,E
33,Male,5.94315,4.287184417,5.34784,3.166179905,Others,ENFP,E
27,Female,2.77069,4.951897053,9.91107,5.922989368,Sports,INTJ,I
26,Male,6.23763,6.768515851,4.54957,6.115029621,Technology,ESFJ,E
36,Female,5.52615,6.452016153,1.55131,5.958834306,Sports,ESFJ,E
21,Female,3.71255,3.860357985,2.33978,6.34861081,Others,INFJ,I
27,Female,7.22508,6.659371099,9.799,7.993912525,Unknown,ESTJ,E
21,Female,8.33591,3.485978215,2.11714,5.527373745,Unknown,ENFP,E
28,Female,2.5215,6.672110925,6.55576,6.343479743,Unknown,ISTJ,I
22,Male,8.30776,5.027182326,5.85503,7.202051684,Unknown,ENFJ,E
24,Male,3.03604,6.5184382,9.4441,7.148543316,Others,ISTJ,I
20,Male,3.08127,4.623520809,9.72026,5.197016843,Sports,INTJ,I
26,Male,6.7836,6.364867735,4.06599,6.015604797,Arts,ESFJ,E
30,Female,9.06685,6.949146484,1.6846,5.673358608,Arts,ESFP,E
24,Male,0.20017,6.372991999,4.51006,6.063769331,Others,INFJ,I
23,Male,1.35296,5.273359719,8.53946,6.479135638,Sports,INTJ,I
24,Male,1.09054,4.232122648,8.77125,6.00089251,Unknown,INTJ,I
22,Female,2.02943,6.222115879,3.77524,5.130684434,Sports,ISFJ,I
23,Male,8.4888,4.180302248,2.7044,5.362852298,Unknown,ENFP,E
26,Male,1.28745,4.94275032,8.38723,6.040263507,Others,INTJ,I
34,Female,6.29694,6.793844611,3.48772,1.698383244,Arts,ESFP,E
26,Male,9.6212,6.748049229,9.24805,6.054251462,Unknown,ESTJ,E
22,Female,4.32897,4.540947759,6.95105,6.865396432,Unknown,INTJ,I
21,Female,5.77726,4.377051972,0.66911,4.376785139,Others,ENFP,E
27,Female,0.05496,6.133003433,5.21384,6.058818588,Technology,ISFP,I
21,Female,8.36856,4.364149704,2.54429,6.284860521,Unknown,ENFJ,E
36,Male,6.66252,6.254068293,8.36859,4.345209405,Unknown,ESTP,E
34,Female,2.26054,6.898342883,1.13077,6.362301025,Unknown,ISFJ,I
34,Male,9.99565,5.354426036,7.40329,3.234848484,Arts,ENTP,E
26,Male,8.85625,7.39556641,7.71665,6.303727321,Arts,ESTJ,E
27,Female,6.62308,6.024402741,9.57715,4.578851964,Unknown,ENTP,E
20,Male,1.69184,6.882335662,3.12303,3.523493853,Sports,INFP,I
23,Male,3.27176,5.539292155,5.38664,5.82813246,Sports,INFJ,I
35,Female,6.91122,5.877531446,0.8676,3.713998217,Arts,ENFP,E
29,Male,3.31676,4.317834005,0.73654,4.72680495,Unknown,INFP,I
20,Female,2.23739,2.006362079,1.62197,4.61191686,Arts,INFP,I
36,Female,2.25192,6.754463258,4.54247,3.473586581,Arts,ISTP,I
22,Male,4.93527,4.208781993,8.52155,4.641999394,Unknown,ENTP,E
39,Male,2.92995,5.040282905,7.67047,3.693810361,Arts,INTP,I
29,Male,4.77734,4.135451869,5.71904,4.369198871,Technology,INFP,I
27,Male,1.33798,6.676746655,5.5854,4.999341333,Arts,ISTP,I
24,Male,1.01681,6.437768235,6.6709,6.377239134,Arts,INTJ,I
30,Male,3.71958,6.498228847,7.53867,7.111381851,Technology,ISTJ,I
39,Male,7.57353,6.5975424,6.27032,6.055941736,Unknown,ESFJ,E
35,Male,4.12051,6.19012273,3.09171,4.293858585,Unknown,ISFP,I
26,Female,4.23972,6.412510447,1.18384,6.207946266,Arts,ESFJ,E
27,Female,5.9088,6.19468976,8.7573,5.359765967,Technology,ESTP,E
31,Male,8.09164,5.595466465,1.80288,4.499330072,Arts,ENFP,E
26,Male,6.41316,5.907396805,3.60664,5.236169647,Sports,ENFJ,E
25,Male,2.12386,6.899071643,4.46988,6.159194893,Technology,ISFJ,I
24,Male,1.57379,2.379459629,3.31458,5.123943767,Unknown,INFP,I
36,Male,2.45135,6.356947746,6.51392,1.554139794,Unknown,ISTP,I
30,Male,2.6341,5.786306814,6.876,6.537590268,Sports,INTJ,I
23,Male,1.2243,4.647824445,2.56793,6.310093083,Unknown,INFJ,I
28,Male,2.84327,6.272255257,8.06691,6.222782195,Arts,ISTJ,I
25,Male,2.94489,4.227395066,2.00965,3.747841751,Unknown,INFP,I
24,Female,2.16403,6.189947117,7.64618,2.076086252,Others,ISTP,I
22,Female,0.64075,6.475729025,8.65195,6.316017632,Unknown,ISTJ,I
30,Female,1.39355,4.723747992,0.21352,4.09786398,Others,INFP,I
39,Male,9.19416,6.213665587,0.72626,4.491959234,Unknown,ESFP,E
25,Female,4.33673,6.528394945,7.12004,5.952138001,Sports,ESTJ,E
20,Male,6.04679,4.108669131,7.89002,5.148722239,Unknown,ENTP,E
32,Male,2.88983,6.420006218,5.45631,2.507899183,Arts,ISFP,I
37,Male,0.08311,6.215947592,7.35058,6.510936021,Others,ISTJ,I
33,Male,7.40382,3.679415982,4.18748,6.951648104,Others,ENFJ,E
28,Female,4.45262,6.053062685,8.34838,6.489862527,Others,INTJ,I
23,Male,4.45239,3.882794164,4.7309,6.859547064,Others,ENFJ,E
30,Male,6.30856,5.335494722,4.57756,6.507987755,Arts,ENFJ,E
25,Male,2.00374,7.540067842,1.00005,6.32156058,Unknown,ISFJ,I
29,Male,0.59052,6.881175788,4.87761,7.141548123,Others,ISFJ,I
25,Male,1.7212,3.528030831,6.7028,7.545922797,Unknown,INTJ,I
31,Male,2.72964,4.675099321,1.87275,6.236775713,Unknown,INFJ,I
28,Female,3.26004,7.292594324,8.35732,6.351277014,Arts,ISTJ,I
35,Male,5.96575,6.133474823,7.15787,3.177077299,Arts,ESTP,E
27,Male,4.27905,7.634234717,5.34514,5.147073149,Sports,ISFJ,I
31,Male,4.26875,6.649304295,0.38737,5.801231566,Arts,ISFP,I
34,Male,7.31885,7.659557751,0.65714,2.583000103,Arts,ESFP,E
23,Female,6.55171,3.869913229,4.17805,6.870024845,Unknown,ENFJ,E
35,Male,3.44009,6.22960704,3.96181,5.911881931,Sports,ISFJ,I
21,Male,8.56361,6.246694964,5.89598,5.895667027,Unknown,ENFP,E
21,Male,4.05253,5.816009244,2.60945,3.831203479,Unknown,INFP,I
30,Male,2.98246,6.268256791,2.898,4.140871161,Unknown,ISFP,I
25,Male,3.38928,6.406564529,8.80878,4.755268939,Unknown,ISTP,I
27,Female,5.63832,6.964535927,7.85858,1.352066537,Unknown,ESTP,E
33,Male,8.25637,3.548702283,5.98329,7.639862687,Arts,ENTJ,E
41,Male,2.23252,4.280806398,8.64589,3.267698539,Technology,INTP,I
26,Male,8.83516,4.927150216,1.23896,1.685510338,Unknown,ENFP,E
23,Male,1.28946,5.373759625,8.50673,4.801355448,Sports,INTP,I
35,Female,2.32051,4.353091584,5.747,4.312712352,Unknown,INTP,I
23,Female,7.47895,6.512558943,5.31309,5.61489023,Others,ESFP,E
24,Female,8.94901,3.526228797,2.94704,6.95189598,Unknown,ENFP,E
25,Male,7.75779,6.515285743,0.14161,6.083694164,Others,ESFJ,E
33,Male,5.97426,6.831475662,8.44564,6.329251551,Unknown,ESTJ,E
31,Male,7.86836,6.211031949,6.28709,6.666863267,Arts,ESTJ,E
27,Female,3.78441,6.107096599,8.24401,4.397004247,Arts,ISTP,I
26,Female,1.44799,4.684056432,9.53112,3.955207327,Technology,INTP,I
27,Male,1.94868,7.035653012,7.15217,7.571029754,Others,ISTJ,I
26,Male,6.53715,6.307685829,8.34551,6.393024571,Arts,ESTJ,E
20,Female,5.05237,4.500254999,0.06999,3.733461604,Unknown,ENFP,E
22,Female,3.38461,6.075677277,6.01538,4.819058776,Unknown,INTP,I
22,Male,2.86703,6.712642263,1.37476,6.183532412,Sports,INFJ,I
21,Male,8.26699,4.993682304,4.32715,6.030951934,Technology,ENFJ,E
33,Female,9.10288,2.856552527,0.85396,5.068413339,Unknown,ENFP,E
22,Male,9.43462,3.186122992,6.22097,4.715968111,Technology,ENFP,E
25,Male,2.37798,4.039623483,0.31561,4.639597272,Technology,INFP,I
